OrderID,OrderDate,Category,Region,UnitsSold,UnitPrice,CustomerAge,Revenue
1315,2024-08-17 16:18:16.593186,Clothing,North,29.0,401.29,39.0,11637.41
1119,2024-03-27 07:30:10.821643,Electronics,North,30.0,390.89,61.0,11726.699999999999
1370,2024-09-26 21:50:08.416833,Books,East,37.0,24.85,25.0,919.45
1426,2024-11-06 20:55:18.637274,Clothing,East,9.0,239.94,54.0,2159.46
1110,2024-03-20 17:30:25.250501,Home & Kitchen,South,75.125,119.68,24.0,8990.960000000001
1348,2024-09-10 19:37:23.687374,Electronics,North,1.0,395.9,37.0,395.9
1450,2024-11-24 10:14:40.160320,Clothing,South,12.0,434.62,55.0,5215.4400000000005
1362,2024-09-21 01:23:41.242484,Sports,South,32.0,234.0,69.0,7488.0
1091,2024-03-06 19:57:35.711422,Home & Kitchen,West,17.0,218.0,59.0,3706.0
1156,2024-04-23 09:02:31.503006,Electronics,East,7.0,42.68,22.0,298.76
1264,2024-07-11 08:59:38.356713,Electronics,East,41.0,423.17,47.0,17349.97
1307,2024-08-11 19:51:49.418837,Electronics,North,30.0,48.49,43.0,1454.7
1031,2024-01-22 22:39:11.903807,Home & Kitchen,North,31.0,114.5,63.0,3549.5
1023,2024-01-17 02:12:44.729458,Sports,East,4.0,437.11,43.0,1748.44
1306,2024-08-11 02:18:31.022044,Sports,East,13.0,261.27,40.0,3396.5099999999998
1032,2024-01-23 16:12:30.300601,Sports,West,40.0,493.9,26.0,19756.0
1238,2024-06-22 08:33:40.040080,Sports,South,31.0,341.85,52.0,10597.35
1327,2024-08-26 10:57:57.354709,Home & Kitchen,South,30.0,358.47,47.0,10754.1
1053,2024-02-08 00:51:56.633266,Sports,East,45.0,277.67,42.0,12495.150000000001
1491,2024-12-24 10:00:14.428857,Electronics,West,33.0,285.67,30.0,9427.11
1165,2024-04-29 23:02:17.074148,Home & Kitchen,South,27.0,137.18,39.0,3703.86
1217,2024-06-06 23:54:13.707414,Sports,East,12.0,486.88,19.0,5842.5599999999995
1163,2024-04-28 11:55:40.280561,Books,North,30.0,340.62,38.0,10218.6
1366,2024-09-23 23:36:54.829659,Books,East,46.0,215.62,23.0,9918.52
1057,2024-02-10 23:05:10.220440,Sports,West,26.0,173.24,63.0,4504.24
1471,2024-12-09 18:54:06.492985,Clothing,East,2.0,251.1,66.0,502.2
1003,2024-01-02 11:06:36.793587,Home & Kitchen,West,8.0,57.77,41.0,462.16
1059,2024-02-12 10:11:47.014028,Sports,South,19.0,37.35,61.0,709.65
1372,2024-09-28 08:56:45.210420,Sports,East,14.0,291.44,51.0,4080.16
1241,2024-06-24 13:13:35.230460,Home & Kitchen,South,14.0,218.0,47.0,3052.0
1268,2024-07-14 07:12:51.943887,Electronics,South,11.0,21.1,42.0,232.10000000000002
1500,2024-12-31 00:00:00.000000,Electronics,South,75.125,220.61,46.0,16573.326250000002
1075,2024-02-24 03:04:41.362725,Books,North,3.0,498.98,30.0,1496.94
1331,2024-08-29 09:11:10.941883,Home & Kitchen,East,8.0,44.66,31.0,357.28
1477,2024-12-14 04:13:56.873747,Sports,South,21.0,346.32,51.0,7272.72
1422,2024-11-03 22:42:05.050100,Sports,Unknown,2.0,87.97,21.0,175.94
1278,2024-07-21 14:45:55.911823,Home & Kitchen,North,44.0,248.34,23.0,10926.960000000001
1081,2024-02-28 12:24:31.743486,Books,West,10.0,437.47,65.0,4374.700000000001
1243,2024-06-26 00:20:12.024048,Electronics,East,41.0,219.01,25.0,8979.41
1027,2024-01-20 00:25:58.316633,Home & Kitchen,North,31.0,347.68,63.0,10778.08
1203,2024-05-27 18:07:56.152304,Electronics,West,27.0,318.15,57.0,8590.05
1213,2024-06-04 01:41:00.120240,Home & Kitchen,South,47.0,176.21,56.0,8281.87
1282,2024-07-24 12:59:09.498997,Books,North,6.0,399.79,56.0,2398.7400000000002
1354,2024-09-15 04:57:14.068136,Sports,North,37.0,498.19,50.0,18433.03
1365,2024-09-23 06:03:36.432865,Sports,East,32.0,372.64,58.0,11924.48
1146,2024-04-16 01:29:27.535070,Sports,North,33.0,277.67,53.0,9163.11
1421,2024-11-03 05:08:46.653306,Clothing,North,40.0,275.975,21.0,11039.0
1109,2024-03-19 23:57:06.853707,Home & Kitchen,North,35.0,495.63,48.0,17347.05
1051,2024-02-06 13:45:19.839679,Sports,East,8.0,23.32,53.0,186.56
1436,2024-11-14 04:28:22.605210,Sports,East,37.0,468.62,69.0,17338.94
1301,2024-08-07 10:31:59.038076,Books,South,40.0,286.78999999999996,26.0,11471.599999999999
1015,2024-01-11 05:46:17.555110,Sports,West,6.0,183.68,42.0,1102.08
1465,2024-12-05 09:34:16.112224,Clothing,North,45.0,434.73,42.0,19562.850000000002
1391,2024-10-12 06:29:34.749498,Electronics,South,5.0,485.84,42.0,2429.2
1115,2024-03-24 09:16:57.234468,Electronics,West,11.0,119.18,37.0,1310.98
1244,2024-06-26 17:53:30.420841,Home & Kitchen,North,22.0,472.09,39.0,10385.98
1060,2024-02-13 03:45:05.410821,Clothing,South,20.0,161.07,60.0,3221.3999999999996
1174,2024-05-06 13:02:02.645290,Sports,West,22.0,341.67,27.0,7516.740000000001
1099,2024-03-12 16:24:02.885771,Clothing,South,31.0,113.04,43.0,3504.2400000000002
1160,2024-04-26 07:15:45.090180,Home & Kitchen,East,47.0,298.24,61.0,14017.28
1250,2024-07-01 03:13:20.801603,Home & Kitchen,East,21.0,207.62,42.0,4360.02
1042,2024-01-30 23:45:34.268537,Electronics,North,4.0,152.19,43.0,608.76
1271,2024-07-16 11:52:47.134268,Home & Kitchen,North,7.0,399.29,37.0,2795.03
1205,2024-05-29 05:14:32.945891,Sports,West,20.0,55.74,50.0,1114.8
1218,2024-06-07 17:27:32.104208,Sports,North,26.0,484.59,22.0,12599.34
1080,2024-02-27 18:51:13.346693,Sports,West,23.0,315.62,21.0,7259.26
1029,2024-01-21 11:32:35.110220,Sports,East,9.0,128.59,27.0,1157.31
1345,2024-09-08 14:57:28.496993,Clothing,East,7.0,488.05,52.0,3416.35
1364,2024-09-22 12:30:18.036072,Books,South,14.0,364.95,52.0,5109.3
1257,2024-07-06 06:06:29.579158,Electronics,North,15.0,432.86,34.0,6492.900000000001
1466,2024-12-06 03:07:34.509018,Clothing,South,17.0,92.69,62.0,1575.73
1058,2024-02-11 16:38:28.617234,Clothing,North,4.0,363.76,67.0,1455.04
1427,2024-11-07 14:28:37.034068,Electronics,East,22.0,422.86,56.0,9302.92
1063,2024-02-15 08:25:00.601202,Books,North,49.0,162.78,40.0,7976.22
1388,2024-10-10 01:49:39.559118,Clothing,East,2.0,454.97,42.0,909.94
1112,2024-03-22 04:37:02.044088,Home & Kitchen,South,22.0,326.58,59.0,7184.759999999999
1085,2024-03-02 10:37:45.330661,Electronics,West,40.0,213.57,46.0,8542.8
1237,2024-06-21 15:00:21.643286,Electronics,Unknown,28.0,45.78,34.0,1281.8400000000001
1272,2024-07-17 05:26:05.531062,Electronics,Unknown,18.0,243.35,57.0,4380.3
1343,2024-09-07 03:50:51.703406,Home & Kitchen,Unknown,28.0,436.53,44.0,12222.84
1228,2024-06-15 01:00:36.072144,Clothing,West,44.0,225.72,61.0,9931.68
1130,2024-04-04 08:36:33.186372,Books,North,42.0,81.18,26.0,3409.5600000000004
1166,2024-04-30 16:35:35.470941,Clothing,East,36.0,439.92,65.0,15837.12
1097,2024-03-11 05:17:26.092184,Books,North,35.0,195.24,30.0,6833.400000000001
1489,2024-12-22 22:53:37.635270,Sports,West,22.0,436.02,38.0,9592.439999999999
1297,2024-08-04 12:18:45.450901,Books,East,49.0,124.81,58.0,6115.6900000000005
1142,2024-04-13 03:16:13.947895,Books,East,15.0,478.05,21.0,7170.75
1464,2024-12-04 16:00:57.715430,Clothing,West,10.0,224.66,35.0,2246.6
1188,2024-05-16 18:48:20.200400,Electronics,West,29.0,256.2,66.0,7429.799999999999
1369,2024-09-26 04:16:50.020040,Sports,East,4.0,493.89,51.0,1975.56
1221,2024-06-09 22:07:27.294589,Clothing,West,18.0,380.34,49.0,6846.12
1229,2024-06-15 18:33:54.468937,Home & Kitchen,North,36.0,140.45,20.0,5056.2
1323,2024-08-23 12:44:43.767535,Clothing,West,47.0,30.73,55.0,1444.31
1396,2024-10-15 22:16:06.733466,Books,North,3.0,436.02,68.0,1308.06
1360,2024-09-19 14:17:04.448897,Books,South,34.0,20.17,33.0,685.7800000000001
1082,2024-02-29 05:57:50.140280,Electronics,North,44.0,492.12,69.0,21653.28
1355,2024-09-15 22:30:32.464929,Clothing,West,3.0,487.52,53.0,1462.56
1322,2024-08-22 19:11:25.370741,Clothing,West,14.0,468.43,59.0,6558.02
1067,2024-02-18 06:38:14.188376,Clothing,North,26.0,275.975,32.0,7175.35
1435,2024-11-13 10:55:04.208416,Sports,North,23.0,267.93,42.0,6162.39
1415,2024-10-29 19:48:56.272545,Electronics,North,23.0,171.82,63.0,3951.8599999999997
1189,2024-05-17 12:21:38.597194,Electronics,South,8.0,8.16,28.0,65.28
1335,2024-09-01 07:24:24.529058,Sports,West,32.0,228.9,42.0,7324.8
1054,2024-02-08 18:25:15.030060,Books,East,44.0,64.68,65.0,2845.92
1172,2024-05-05 01:55:25.851703,Electronics,South,33.0,419.32,49.0,13837.56
1385,2024-10-07 21:09:44.368737,Books,East,36.0,367.89,37.0,13244.039999999999
1140,2024-04-11 16:09:37.154308,Books,North,33.0,69.11,42.0,2280.63
1274,2024-07-18 16:32:42.324649,Sports,North,34.0,66.97,18.0,2276.98
1285,2024-07-26 17:39:04.689378,Electronics,West,49.0,10.75,33.0,526.75
1439,2024-11-16 09:08:17.795591,Sports,East,18.0,228.84,44.0,4119.12
1295,2024-08-03 01:12:08.657314,Sports,South,20.0,242.85,62.0,4857.0
1233,2024-06-18 16:47:08.056112,Sports,West,37.0,85.99,40.0,3181.6299999999997
1100,2024-03-13 09:57:21.282565,Electronics,East,49.0,475.23,42.0,23286.27
1284,2024-07-26 00:05:46.292585,Sports,West,33.0,230.33,50.0,7600.89
1149,2024-04-18 06:09:22.725450,Clothing,North,14.0,189.48,42.0,2652.72
1016,2024-01-11 23:19:35.951903,Clothing,North,37.0,50.33,50.0,1862.21
1164,2024-04-29 05:28:58.677354,Electronics,South,39.0,285.04,34.0,11116.560000000001
1290,2024-07-30 09:25:36.673346,Sports,East,28.0,149.37,42.0,4182.360000000001
1047,2024-02-03 15:32:06.252505,Clothing,East,38.0,431.71,65.0,16404.98
1087,2024-03-03 21:44:22.124248,Electronics,East,20.0,123.19,45.0,2463.8
1038,2024-01-28 01:32:20.681362,Books,West,2.0,286.13,19.0,572.26
1423,2024-11-04 16:15:23.446893,Clothing,East,45.0,23.15,56.0,1041.75
1371,2024-09-27 15:23:26.813627,Clothing,North,21.0,434.18,38.0,9117.78
1425,2024-11-06 03:22:00.240480,Home & Kitchen,South,39.0,333.58,42.0,13009.619999999999
1446,2024-11-21 12:01:26.573146,Sports,West,17.0,482.73,22.0,8206.41
1294,2024-08-02 07:38:50.260521,Sports,South,17.0,24.61,67.0,418.37
1173,2024-05-05 19:28:44.248496,Clothing,West,4.0,350.25,28.0,1401.0
1074,2024-02-23 09:31:22.965931,Clothing,South,43.0,400.4,38.0,17217.2
1281,2024-07-23 19:25:51.102204,Clothing,South,7.0,138.15,25.0,967.0500000000001
1105,2024-03-17 01:43:53.266533,Electronics,East,9.0,472.64,61.0,4253.76
1358,2024-09-18 03:10:27.655310,Books,North,47.0,341.71,18.0,16060.369999999999
1254,2024-07-04 01:26:34.388777,Home & Kitchen,East,23.0,20.41,47.0,469.43
1017,2024-01-12 16:52:54.348697,Sports,East,33.0,459.07,66.0,15149.31
1447,2024-11-22 05:34:44.969939,Home & Kitchen,East,37.0,7.45,19.0,275.65000000000003
1092,2024-03-07 13:30:54.108216,Electronics,West,9.0,120.64,53.0,1085.76
1089,2024-03-05 08:50:58.917835,Sports,Unknown,37.0,180.54,25.0,6679.98
1387,2024-10-09 08:16:21.162324,Clothing,East,18.0,359.33,46.0,6467.94
1141,2024-04-12 09:42:55.551102,Electronics,North,23.0,444.93,54.0,10233.39
1195,2024-05-21 21:41:28.977955,Sports,Unknown,45.0,318.83,43.0,14347.349999999999
1206,2024-05-29 22:47:51.342685,Home & Kitchen,West,11.0,468.93,53.0,5158.2300000000005
1103,2024-03-15 14:37:16.472945,Sports,South,14.0,211.7,24.0,2963.7999999999997
1265,2024-07-12 02:32:56.753507,Sports,North,35.0,381.71,62.0,13359.849999999999
1175,2024-05-07 06:35:21.042084,Sports,West,2.0,277.67,26.0,555.34
1171,2024-05-04 08:22:07.454909,Electronics,West,27.0,355.64,24.0,9602.279999999999
1389,2024-10-10 19:22:57.955911,Electronics,North,1.0,93.94,49.0,93.94
1158,2024-04-24 20:09:08.296593,Books,North,42.0,250.1,66.0,10504.199999999999
1071,2024-02-21 04:51:27.775551,Electronics,South,11.0,437.98,68.0,4817.780000000001
1134,2024-04-07 06:49:46.773547,Books,North,8.0,270.8,59.0,2166.4
1455,2024-11-28 02:01:12.144288,Sports,West,27.0,74.13,56.0,2001.5099999999998
1379,2024-10-03 11:49:53.987975,Clothing,West,33.0,142.03,49.0,4686.99
1363,2024-09-21 18:56:59.639278,Sports,North,24.0,434.79,20.0,10434.960000000001
1246,2024-06-28 05:00:07.214428,Home & Kitchen,North,23.0,321.07,53.0,7384.61
1470,2024-12-09 01:20:48.096192,Sports,East,46.0,343.21,52.0,15787.66
1432,2024-11-11 06:15:09.018036,Electronics,West,29.0,60.4,55.0,1751.6
1353,2024-09-14 11:23:55.671342,Electronics,South,47.0,118.09,42.0,5550.2300000000005
1245,2024-06-27 11:26:48.817635,Home & Kitchen,North,11.0,212.77,61.0,2340.4700000000003
1019,2024-01-14 03:59:31.142284,Electronics,South,21.0,475.37,66.0,9982.77
1178,2024-05-09 11:15:16.232464,Electronics,West,10.0,441.03,42.0,4410.299999999999
1410,2024-10-26 04:02:24.288577,Sports,South,24.0,229.63,26.0,5511.12
1021,2024-01-15 15:06:07.935871,Clothing,West,6.0,96.64,61.0,579.84
1056,2024-02-10 05:31:51.823647,Electronics,East,6.0,349.66,23.0,2097.96
1320,2024-08-21 08:04:48.577154,Home & Kitchen,East,18.0,354.71,64.0,6384.78
1462,2024-12-03 04:54:20.921843,Clothing,East,45.0,51.48,62.0,2316.6
1368,2024-09-25 10:43:31.623246,Home & Kitchen,East,16.0,188.66,30.0,3018.56
1035,2024-01-25 20:52:25.490981,Home & Kitchen,West,24.0,354.26,43.0,8502.24
1182,2024-05-12 09:28:29.819639,Home & Kitchen,South,31.0,68.79,38.0,2132.4900000000002
1185,2024-05-14 14:08:25.010020,Clothing,South,45.0,84.58,59.0,3806.1
1151,2024-04-19 17:15:59.519038,Electronics,East,40.0,363.09,36.0,14523.599999999999
1208,2024-05-31 09:54:28.136272,Home & Kitchen,North,40.0,38.58,42.0,1543.1999999999998
1352,2024-09-13 17:50:37.274549,Clothing,North,8.0,361.0,19.0,2888.0
1095,2024-03-09 18:10:49.298597,Electronics,East,24.0,493.92,19.0,11854.08
1377,2024-10-02 00:43:17.194388,Sports,South,10.0,450.85,62.0,4508.5
1303,2024-08-08 21:38:35.831663,Electronics,North,7.0,282.03,28.0,1974.2099999999998
1098,2024-03-11 22:50:44.488977,Clothing,West,30.0,341.43,21.0,10242.9
1236,2024-06-20 21:27:03.246492,Clothing,East,49.0,114.28,55.0,5599.72
1405,2024-10-22 12:15:52.304609,Sports,North,34.0,330.08,48.0,11222.72
1442,2024-11-18 13:48:12.985971,Books,West,36.0,256.08,31.0,9218.88
1155,2024-04-22 15:29:13.106212,Home & Kitchen,South,3.0,343.21,67.0,1029.6299999999999
1123,2024-03-30 05:43:24.408817,Books,North,5.0,442.47,30.0,2212.3500000000004
1339,2024-09-04 05:37:38.116232,Books,West,46.0,45.41,32.0,2088.8599999999997
1079,2024-02-27 01:17:54.949899,Sports,East,5.0,242.54,31.0,1212.7
1062,2024-02-14 14:51:42.204408,Sports,North,20.0,396.41,38.0,7928.200000000001
1476,2024-12-13 10:40:38.476953,Books,West,29.0,465.82,21.0,13508.78
1126,2024-04-01 10:23:19.599198,Sports,North,26.0,91.08,39.0,2368.08
1319,2024-08-20 14:31:30.180360,Clothing,East,19.0,320.03,29.0,6080.57
1317,2024-08-19 03:24:53.386773,Home & Kitchen,South,16.0,87.9,69.0,1406.4
1496,2024-12-28 01:46:46.412825,Electronics,South,35.0,335.46,58.0,11741.099999999999
1431,2024-11-10 12:41:50.621242,Clothing,South,26.0,106.89,53.0,2779.14
1451,2024-11-25 03:47:58.557114,Home & Kitchen,North,23.0,230.1,32.0,5292.3
1418,2024-11-01 00:28:51.462925,Clothing,South,17.0,128.11,33.0,2177.8700000000003
1025,2024-01-18 13:19:21.523046,Electronics,East,11.0,404.25,52.0,4446.75
1329,2024-08-27 22:04:34.148296,Clothing,South,4.0,173.03,59.0,692.12
1440,2024-11-17 02:41:36.192384,Electronics,East,21.0,467.27,45.0,9812.67
1127,2024-04-02 03:56:37.995991,Books,East,4.0,201.14,45.0,804.56
1424,2024-11-05 09:48:41.843687,Clothing,West,25.0,369.52,57.0,9238.0
1328,2024-08-27 04:31:15.751503,Books,South,38.0,401.86,41.0,15270.68
1179,2024-05-10 04:48:34.629258,Books,West,33.0,436.56,19.0,14406.48
1444,2024-11-20 00:54:49.779559,Home & Kitchen,South,38.0,78.43,54.0,2980.34
1381,2024-10-04 22:56:30.781563,Clothing,West,21.0,456.62,45.0,9589.02
1224,2024-06-12 02:47:22.484969,Sports,Unknown,47.0,165.19,55.0,7763.93
1359,2024-09-18 20:43:46.052104,Electronics,South,8.0,40.74,63.0,325.92
1094,2024-03-09 00:37:30.901803,Home & Kitchen,West,15.0,13.85,35.0,207.75
1070,2024-02-20 11:18:09.378757,Sports,North,37.0,15.53,28.0,574.61
1037,2024-01-27 07:59:02.284569,Home & Kitchen,East,75.125,94.38,65.0,7090.2975
1161,2024-04-27 00:49:03.486973,Home & Kitchen,East,29.0,413.22,51.0,11983.380000000001
1012,2024-01-09 01:06:22.364729,Home & Kitchen,North,26.0,348.87,38.0,9070.62
1145,2024-04-15 07:56:09.138276,Sports,South,17.0,329.34,36.0,5598.78
1361,2024-09-20 07:50:22.845691,Sports,North,35.0,132.55,63.0,4639.25
1128,2024-04-02 21:29:56.392785,Sports,West,25.0,380.33,26.0,9508.25
1448,2024-11-22 23:08:03.366733,Electronics,South,25.0,476.15,44.0,11903.75
1010,2024-01-07 13:59:45.571142,Books,West,37.0,410.46,24.0,15187.019999999999
1382,2024-10-05 16:29:49.178356,Books,West,19.0,109.28,30.0,2076.32
1177,2024-05-08 17:41:57.835671,Home & Kitchen,West,5.0,83.51,30.0,417.55
1232,2024-06-17 23:13:49.659318,Electronics,South,5.0,228.44,19.0,1142.2
1211,2024-06-02 14:34:23.326653,Home & Kitchen,North,8.0,38.34,23.0,306.72
1129,2024-04-03 15:03:14.789579,Books,North,45.0,349.53,43.0,15728.849999999999
1144,2024-04-14 14:22:50.741482,Sports,West,25.0,405.71,41.0,10142.75
1242,2024-06-25 06:46:53.627254,Electronics,East,40.0,79.77,69.0,3190.7999999999997
1008,2024-01-06 02:53:08.777555,Home & Kitchen,East,42.0,220.24,18.0,9250.08
1299,2024-08-05 23:25:22.244488,Sports,Unknown,22.0,75.54,19.0,1661.88
1255,2024-07-04 18:59:52.785571,Electronics,South,1.0,327.58,33.0,327.58
1378,2024-10-02 18:16:35.591182,Clothing,Unknown,7.0,213.75,29.0,1496.25
1342,2024-09-06 10:17:33.306613,Sports,South,23.0,277.67,42.0,6386.410000000001
1009,2024-01-06 20:26:27.174348,Home & Kitchen,North,41.0,126.97,29.0,5205.7699999999995
1157,2024-04-24 02:35:49.899799,Sports,North,8.0,426.35,64.0,3410.8
1028,2024-01-20 17:59:16.713426,Clothing,North,24.0,425.35,31.0,10208.400000000001
1267,2024-07-13 13:39:33.547094,Sports,North,26.0,69.97,45.0,1819.22
1065,2024-02-16 19:31:37.394789,Clothing,East,47.0,443.56,33.0,20847.32
1256,2024-07-05 12:33:11.182364,Home & Kitchen,Unknown,40.0,187.42,29.0,7496.799999999999
1325,2024-08-24 23:51:20.561122,Electronics,South,28.0,285.04,62.0,7981.120000000001
1154,2024-04-21 21:55:54.709418,Electronics,North,6.0,113.99,50.0,683.9399999999999
1049,2024-02-05 02:38:43.046092,Clothing,North,15.0,162.95,32.0,2444.25
1209,2024-06-01 03:27:46.533066,Sports,South,38.0,153.98,42.0,5851.24
1288,2024-07-28 22:18:59.879759,Books,East,22.0,242.57,42.0,5336.54
1002,2024-01-01 17:33:18.396793,Books,West,47.0,386.6,18.0,18170.2
1270,2024-07-15 18:19:28.737474,Sports,East,2.0,310.24,22.0,620.48
1266,2024-07-12 20:06:15.150300,Electronics,North,25.0,314.98,40.0,7874.5
1334,2024-08-31 13:51:06.132264,Books,South,3.0,409.56,33.0,1228.68
1096,2024-03-10 11:44:07.695390,Home & Kitchen,East,38.0,216.75,66.0,8236.5
1473,2024-12-11 06:00:43.286573,Clothing,North,1.0,435.11,38.0,435.11
